Value,lulcc,lu_T1,lu_T2,lc_T1,lc_T2,general_T1,general_T2,macro_T1,macro_T2
1522,Bare Shore to Other Impervious,Bare Shore,Other Impervious,Barren,Other Impervious,Natural Succession,"Impervious, Other",Natural,Developed
1526,Bare Shore to Tree Canopy Over Turf Grass,Bare Shore,Tree Canopy Over Turf,Barren,Tree Canopy,Natural Succession,Tree Canopy over Turf Grass,Natural,Developed
1527,Bare Shore to Turf Grass,Bare Shore,Turf,Barren,Low Vegetation,Natural Succession,Turf Grass,Natural,Developed
1528,Bare Shore to Bare Developed,Bare Shore,Developed,Barren,Barren,Natural Succession,"Pervious Developed, Other",Natural,Developed
1531,Bare Shore to Extractive Impervious,Bare Shore,Extractive,Barren,Other Impervious,Natural Succession,Extractive,Natural,Developed
1537,Bare Shore to Suspended Succession Herbaceous,Bare Shore,Suspended Succession,Barren,Low Vegetation,Natural Succession,"Pervious Developed, Other",Natural,Developed
1540,Bare Shore to Forest,Bare Shore,Forest,Barren,Tree Canopy,Natural Succession,Forest,Natural,Natural
1541,Bare Shore to Forested Other,Bare Shore,Forested Other,Barren,Tree Canopy,Natural Succession,"Forested, Other",Natural,Natural
1542,Bare Shore to Natural Succession Barren,Bare Shore,Natural Succession,Barren,Barren,Natural Succession,Natural Succession,Natural,Natural
1543,Bare Shore to Natural Succession Herbaceous,Bare Shore,Natural Succession,Barren,Low Vegetation,Natural Succession,Natural Succession,Natural,Natural
1544,Bare Shore to Natural Succession Shrubland,Bare Shore,Natural Succession,Barren,Shrubland,Natural Succession,Natural Succession,Natural,Natural
1546,Bare Shore to Harvested Forest Herbaceous,Bare Shore,Harvested Forest,Barren,Low Vegetation,Natural Succession,Harvested Forest,Natural,Natural
1580,Bare Shore to Cropland Barren,Bare Shore,Cropland,Barren,Barren,Natural Succession,Cropland,Natural,Agricultural
1581,Bare Shore to Cropland Herbaceous,Bare Shore,Cropland,Barren,Low Vegetation,Natural Succession,Cropland,Natural,Agricultural
1586,Bare Shore to Pasture and Hay Herbaceous,Bare Shore,Pasture and Hay,Barren,Low Vegetation,Natural Succession,Pasture and Hay,Natural,Agricultural
2010,Roads to Tidal Waters,Roads,Tidal Waters,Impervious Roads,Water,Impervious Roads,Water,Developed,Water
2011,Roads to Lakes and Reservoirs,Roads,Lakes and Reservoirs,Impervious Roads,Water,Impervious Roads,Water,Developed,Water
2012,Roads to Riverine Ponds,Roads,Riverine Ponds,Impervious Roads,Water,Impervious Roads,Water,Developed,Water
2013,Roads to Terrene Ponds,Roads,Terrene Ponds,Impervious Roads,Water,Impervious Roads,Water,Developed,Water
2014,Roads to Streams and Rivers,Roads,Streams and Rivers,Impervious Roads,Water,Impervious Roads,Water,Developed,Water
2015,Roads to Bare Shore,Roads,Bare Shore,Impervious Roads,Barren,Impervious Roads,Natural Succession,Developed,Natural
2021,Roads to Structures,Roads,Structures,Impervious Roads,Impervious Structures,Impervious Roads,Impervious Structures,Developed,Developed
2022,Roads to Other Impervious,Roads,Other Impervious,Impervious Roads,Other Impervious,Impervious Roads,"Impervious, Other",Developed,Developed
2023,Roads to Tree Canopy Over Roads,Roads,Tree Canopy Over Roads,Impervious Roads,Tree Canopy Over Impervious Roads,Impervious Roads,Tree Canopy over Impervious,Developed,Developed
2024,Roads to Tree Canopy Over Structures,Roads,Tree Canopy Over Structures,Impervious Roads,Tree Canopy Over Impervious Structures,Impervious Roads,Tree Canopy over Impervious,Developed,Developed
2025,Roads to Tree Canopy Over Other Impervious,Roads,Tree Canopy Over Other Impervious,Impervious Roads,Tree Canopy Over Other Impervious,Impervious Roads,Tree Canopy over Impervious,Developed,Developed
2026,Roads to Tree Canopy Over Turf Grass,Roads,Tree Canopy Over Turf,Impervious Roads,Tree Canopy,Impervious Roads,Tree Canopy over Turf Grass,Developed,Developed
2027,Roads to Turf Grass,Roads,Turf,Impervious Roads,Low Vegetation,Impervious Roads,Turf Grass,Developed,Developed
2028,Roads to Bare Developed,Roads,Developed,Impervious Roads,Barren,Impervious Roads,"Pervious Developed, Other",Developed,Developed
2030,Roads to Extractive Barren,Roads,Extractive,Impervious Roads,Barren,Impervious Roads,Extractive,Developed,Developed
2031,Roads to Extractive Impervious,Roads,Extractive,Impervious Roads,Other Impervious,Impervious Roads,Extractive,Developed,Developed
2032,Roads to Solar Field Panel Arrays,Roads,Solar Field,Impervious Roads,Other Impervious,Impervious Roads,"Impervious, Other",Developed,Developed
2034,Roads to Solar Field Herbaceous,Roads,Solar Field,Impervious Roads,Low Vegetation,Impervious Roads,"Pervious Developed, Other",Developed,Developed
2036,Roads to Suspended Succession Barren,Roads,Suspended Succession,Impervious Roads,Barren,Impervious Roads,"Pervious Developed, Other",Developed,Developed
2037,Roads to Suspended Succession Herbaceous,Roads,Suspended Succession,Impervious Roads,Low Vegetation,Impervious Roads,"Pervious Developed, Other",Developed,Developed
2038,Roads to Suspended Succession Shrubland,Roads,Suspended Succession,Impervious Roads,Shrubland,Impervious Roads,"Pervious Developed, Other",Developed,Developed
2040,Roads to Forest,Roads,Forest,Impervious Roads,Tree Canopy,Impervious Roads,Forest,Developed,Natural
2041,Roads to Forested Other,Roads,Forested Other,Impervious Roads,Tree Canopy,Impervious Roads,"Forested, Other",Developed,Natural
2042,Roads to Natural Succession Barren,Roads,Natural Succession,Impervious Roads,Barren,Impervious Roads,Natural Succession,Developed,Natural
2043,Roads to Natural Succession Herbaceous,Roads,Natural Succession,Impervious Roads,Low Vegetation,Impervious Roads,Natural Succession,Developed,Natural
2044,Roads to Natural Succession Shrubland,Roads,Natural Succession,Impervious Roads,Shrubland,Impervious Roads,Natural Succession,Developed,Natural
2045,Roads to Harvested Forest Barren,Roads,Harvested Forest,Impervious Roads,Barren,Impervious Roads,Harvested Forest,Developed,Natural
2046,Roads to Harvested Forest Herbaceous,Roads,Harvested Forest,Impervious Roads,Low Vegetation,Impervious Roads,Harvested Forest,Developed,Natural
2050,Roads to Riverine Wetlands Barren,Roads,Riverine Wetlands,Impervious Roads,Barren,Impervious Roads,"Wetlands, Riverine Non-forested",Developed,Natural
2051,Roads to Riverine Wetlands Herbaceous,Roads,Riverine Wetlands,Impervious Roads,Low Vegetation,Impervious Roads,"Wetlands, Riverine Non-forested",Developed,Natural
2052,Roads to Riverine Wetlands Shrubland,Roads,Riverine Wetlands,Impervious Roads,Shrubland,Impervious Roads,"Wetlands, Riverine Non-forested",Developed,Natural
2053,Roads to Riverine Wetlands Forested Other,Roads,Riverine Wetlands,Impervious Roads,Tree Canopy,Impervious Roads,"Forested, Other",Developed,Natural
2054,Roads to Riverine Wetlands Forest,Roads,Riverine Wetlands,Impervious Roads,Tree Canopy,Impervious Roads,Forest,Developed,Natural
2055,Roads to Riverine Wetlands Harvested Forest,Roads,Harvested Forest,Impervious Roads,Low Vegetation,Impervious Roads,Harvested Forest,Developed,Natural
2060,Roads to Terrene Wetlands Barren,Roads,Terrene Wetlands,Impervious Roads,Barren,Impervious Roads,"Wetlands, Terrene Non-forested",Developed,Natural
2061,Roads to Terrene Wetlands Herbaceous,Roads,Terrene Wetlands,Impervious Roads,Low Vegetation,Impervious Roads,"Wetlands, Terrene Non-forested",Developed,Natural
2063,Roads to Terrene Wetlands Forested Other,Roads,Terrene Wetlands,Impervious Roads,Tree Canopy,Impervious Roads,"Forested, Other",Developed,Natural
2064,Roads to Terrene Wetlands Forest,Roads,Terrene Wetlands,Impervious Roads,Tree Canopy,Impervious Roads,Forest,Developed,Natural
2070,Roads to Tidal Wetlands Barren,Roads,Tidal Wetlands,Impervious Roads,Barren,Impervious Roads,"Wetlands, Tidal Non-forested",Developed,Natural
2071,Roads to Tidal Wetlands Herbaceous,Roads,Tidal Wetlands,Impervious Roads,Low Vegetation,Impervious Roads,"Wetlands, Tidal Non-forested",Developed,Natural
2073,Roads to Tidal Wetlands Forested Other,Roads,Tidal Wetlands,Impervious Roads,Tree Canopy,Impervious Roads,"Forested, Other",Developed,Natural
2074,Roads to Tidal Wetlands Forest,Roads,Tidal Wetlands,Impervious Roads,Tree Canopy,Impervious Roads,Forest,Developed,Natural
2080,Roads to Cropland Barren,Roads,Cropland,Impervious Roads,Barren,Impervious Roads,Cropland,Developed,Agricultural
2081,Roads to Cropland Herbaceous,Roads,Cropland,Impervious Roads,Low Vegetation,Impervious Roads,Cropland,Developed,Agricultural
2082,Roads to Orchards and Vineyards Barren,Roads,Orchards and Vineyards,Impervious Roads,Barren,Impervious Roads,Cropland,Developed,Agricultural
2083,Roads to Orchards and Vineyards Herbaceous,Roads,Orchards and Vineyards,Impervious Roads,Low Vegetation,Impervious Roads,Cropland,Developed,Agricultural
2085,Roads to Pasture and Hay Barren,Roads,Pasture and Hay,Impervious Roads,Barren,Impervious Roads,Pasture and Hay,Developed,Agricultural
2086,Roads to Pasture and Hay Herbaceous,Roads,Pasture and Hay,Impervious Roads,Low Vegetation,Impervious Roads,Pasture and Hay,Developed,Agricultural
2110,Structures to Tidal Waters,Structures,Tidal Waters,Impervious Structures,Water,Impervious Structures,Water,Developed,Water
2111,Structures to Lakes and Reservoirs,Structures,Lakes and Reservoirs,Impervious Structures,Water,Impervious Structures,Water,Developed,Water
2112,Structures to Riverine Ponds,Structures,Riverine Ponds,Impervious Structures,Water,Impervious Structures,Water,Developed,Water
2113,Structures to Terrene Ponds,Structures,Terrene Ponds,Impervious Structures,Water,Impervious Structures,Water,Developed,Water
2114,Structures to Streams and Rivers,Structures,Streams and Rivers,Impervious Structures,Water,Impervious Structures,Water,Developed,Water
2115,Structures to Bare Shore,Structures,Bare Shore,Impervious Structures,Barren,Impervious Structures,Natural Succession,Developed,Natural
2120,Structures to Roads,Structures,Roads,Impervious Structures,Impervious Roads,Impervious Structures,Impervious Roads,Developed,Developed
2122,Structures to Other Impervious,Structures,Other Impervious,Impervious Structures,Other Impervious,Impervious Structures,"Impervious, Other",Developed,Developed
2123,Structures to Tree Canopy Over Roads,Structures,Tree Canopy Over Roads,Impervious Structures,Tree Canopy Over Impervious Roads,Impervious Structures,Tree Canopy over Impervious,Developed,Developed
2124,Structures to Tree Canopy Over Structures,Structures,Tree Canopy Over Structures,Impervious Structures,Tree Canopy Over Impervious Structures,Impervious Structures,Tree Canopy over Impervious,Developed,Developed
2125,Structures to Tree Canopy Over Other Impervious,Structures,Tree Canopy Over Other Impervious,Impervious Structures,Tree Canopy Over Other Impervious,Impervious Structures,Tree Canopy over Impervious,Developed,Developed
2126,Structures to Tree Canopy Over Turf Grass,Structures,Tree Canopy Over Turf,Impervious Structures,Tree Canopy,Impervious Structures,Tree Canopy over Turf Grass,Developed,Developed
2127,Structures to Turf Grass,Structures,Turf,Impervious Structures,Low Vegetation,Impervious Structures,Turf Grass,Developed,Developed
2128,Structures to Bare Developed,Structures,Developed,Impervious Structures,Barren,Impervious Structures,"Pervious Developed, Other",Developed,Developed
2130,Structures to Extractive Barren,Structures,Extractive,Impervious Structures,Barren,Impervious Structures,Extractive,Developed,Developed
2131,Structures to Extractive Impervious,Structures,Extractive,Impervious Structures,Other Impervious,Impervious Structures,Extractive,Developed,Developed
2132,Structures to Solar Field Panel Arrays,Structures,Solar Field,Impervious Structures,Other Impervious,Impervious Structures,"Impervious, Other",Developed,Developed
2134,Structures to Solar Field Herbaceous,Structures,Solar Field,Impervious Structures,Low Vegetation,Impervious Structures,"Pervious Developed, Other",Developed,Developed
2136,Structures to Suspended Succession Barren,Structures,Suspended Succession,Impervious Structures,Barren,Impervious Structures,"Pervious Developed, Other",Developed,Developed
2137,Structures to Suspended Succession Herbaceous,Structures,Suspended Succession,Impervious Structures,Low Vegetation,Impervious Structures,"Pervious Developed, Other",Developed,Developed
2138,Structures to Suspended Succession Shrubland,Structures,Suspended Succession,Impervious Structures,Shrubland,Impervious Structures,"Pervious Developed, Other",Developed,Developed
2140,Structures to Forest,Structures,Forest,Impervious Structures,Tree Canopy,Impervious Structures,Forest,Developed,Natural
2141,Structures to Forested Other,Structures,Forested Other,Impervious Structures,Tree Canopy,Impervious Structures,"Forested, Other",Developed,Natural
2142,Structures to Natural Succession Barren,Structures,Natural Succession,Impervious Structures,Barren,Impervious Structures,Natural Succession,Developed,Natural
2143,Structures to Natural Succession Herbaceous,Structures,Natural Succession,Impervious Structures,Low Vegetation,Impervious Structures,Natural Succession,Developed,Natural
2144,Structures to Natural Succession Shrubland,Structures,Natural Succession,Impervious Structures,Shrubland,Impervious Structures,Natural Succession,Developed,Natural
2145,Structures to Harvested Forest Barren,Structures,Harvested Forest,Impervious Structures,Barren,Impervious Structures,Harvested Forest,Developed,Natural
2146,Structures to Harvested Forest Herbaceous,Structures,Harvested Forest,Impervious Structures,Low Vegetation,Impervious Structures,Harvested Forest,Developed,Natural
2150,Structures to Riverine Wetlands Barren,Structures,Riverine Wetlands,Impervious Structures,Barren,Impervious Structures,"Wetlands, Riverine Non-forested",Developed,Natural
2151,Structures to Riverine Wetlands Herbaceous,Structures,Riverine Wetlands,Impervious Structures,Low Vegetation,Impervious Structures,"Wetlands, Riverine Non-forested",Developed,Natural
2152,Structures to Riverine Wetlands Shrubland,Structures,Riverine Wetlands,Impervious Structures,Shrubland,Impervious Structures,"Wetlands, Riverine Non-forested",Developed,Natural
2153,Structures to Riverine Wetlands Forested Other,Structures,Riverine Wetlands,Impervious Structures,Tree Canopy,Impervious Structures,"Forested, Other",Developed,Natural
2154,Structures to Riverine Wetlands Forest,Structures,Riverine Wetlands,Impervious Structures,Tree Canopy,Impervious Structures,Forest,Developed,Natural
2155,Structures to Riverine Wetlands Harvested Forest,Structures,Harvested Forest,Impervious Structures,Low Vegetation,Impervious Structures,Harvested Forest,Developed,Natural
2160,Structures to Terrene Wetlands Barren,Structures,Terrene Wetlands,Impervious Structures,Barren,Impervious Structures,"Wetlands, Terrene Non-forested",Developed,Natural
2161,Structures to Terrene Wetlands Herbaceous,Structures,Terrene Wetlands,Impervious Structures,Low Vegetation,Impervious Structures,"Wetlands, Terrene Non-forested",Developed,Natural
2163,Structures to Terrene Wetlands Forested Other,Structures,Terrene Wetlands,Impervious Structures,Tree Canopy,Impervious Structures,"Forested, Other",Developed,Natural
2164,Structures to Terrene Wetlands Forest,Structures,Terrene Wetlands,Impervious Structures,Tree Canopy,Impervious Structures,Forest,Developed,Natural
2165,Structures to Terrene Wetlands Harvested Forest,Structures,Harvested Forest,Impervious Structures,Low Vegetation,Impervious Structures,Harvested Forest,Developed,Natural
2170,Structures to Tidal Wetlands Barren,Structures,Tidal Wetlands,Impervious Structures,Barren,Impervious Structures,"Wetlands, Tidal Non-forested",Developed,Natural
2171,Structures to Tidal Wetlands Herbaceous,Structures,Tidal Wetlands,Impervious Structures,Low Vegetation,Impervious Structures,"Wetlands, Tidal Non-forested",Developed,Natural
2173,Structures to Tidal Wetlands Forested Other,Structures,Tidal Wetlands,Impervious Structures,Tree Canopy,Impervious Structures,"Forested, Other",Developed,Natural
2174,Structures to Tidal Wetlands Forest,Structures,Tidal Wetlands,Impervious Structures,Tree Canopy,Impervious Structures,Forest,Developed,Natural
2180,Structures to Cropland Barren,Structures,Cropland,Impervious Structures,Barren,Impervious Structures,Cropland,Developed,Agricultural
2181,Structures to Cropland Herbaceous,Structures,Cropland,Impervious Structures,Low Vegetation,Impervious Structures,Cropland,Developed,Agricultural
2183,Structures to Orchards and Vineyards Herbaceous,Structures,Orchards and Vineyards,Impervious Structures,Low Vegetation,Impervious Structures,Cropland,Developed,Agricultural
2184,Structures to Orchards and Vineyards Shrubland,Structures,Orchards and Vineyards,Impervious Structures,Shrubland,Impervious Structures,Cropland,Developed,Agricultural
2185,Structures to Pasture and Hay Barren,Structures,Pasture and Hay,Impervious Structures,Barren,Impervious Structures,Pasture and Hay,Developed,Agricultural
2186,Structures to Pasture and Hay Herbaceous,Structures,Pasture and Hay,Impervious Structures,Low Vegetation,Impervious Structures,Pasture and Hay,Developed,Agricultural
2210,Other Impervious to Tidal Waters,Other Impervious,Tidal Waters,Other Impervious,Water,"Impervious, Other",Water,Developed,Water
2211,Other Impervious to Lakes and Reservoirs,Other Impervious,Lakes and Reservoirs,Other Impervious,Water,"Impervious, Other",Water,Developed,Water
